GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHRA,AIANHHTA,AIANHHA,AITSA,ANRCA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,VTDA,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7S001,H7S002,H7S003,H7S004,H7S005,H7S006,H7S007,H7S008,H7S009,H7S010,H7S011,H7S012,H7S013,H7S014,H7S015,H7S016,H7S017,H7S018,H7S019,H7S020,H7S021,H7S022,H7S023,H7S024,H7S025,H7S026,H7S027,H7S028,H7S029,H7S030,H7S031,H7S032,H7S033,H7S034,H7S035,H7S036,H7S037,H7S038,H7S039,H7S040,H7S041,H7S042,H7S043,H7S044,H7S045,H7S046,H7S047,H7S048,H7S049,H7S050,H7S051,H7S052,H7S053,H7S054,H7S055,H7S056,H7S057,H7S058,H7S059,H7S060,H7S061,H7S062,H7S063,H7S064,H7S065,H7S066,H7S067,H7S068,H7S069,H7S070,H7S071
"G3701050","2010","3","5","North Carolina","37","Lee County","105",,,,,,,,,,,,"999",,,,,,,,,,,,"Lee County",,43006,42359,30110,8341,290,372,15,3231,647,612,79,119,56,10,219,41,9,3,30,2,0,21,4,9,10,34,24,0,0,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701070","2010","3","5","North Carolina","37","Lenoir County","107",,,,,,,,,,,,"999",,,,,,,,,,,,"Lenoir County",,45163,44805,25362,17621,174,197,30,1421,358,333,56,71,28,4,61,48,14,10,20,1,0,4,2,10,4,22,14,3,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701090","2010","3","5","North Carolina","37","Lincoln County","109",,,,,,,,,,,,"172",,,,,,,,,,,,"Lincoln County",,59784,59246,54140,3272,182,298,11,1343,538,510,58,191,57,3,145,11,8,2,21,1,0,2,0,7,4,26,11,0,0,0,1,0,5,4,1,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G3701110","2010","3","5","North Carolina","37","McDowell County","111",,,,,,,,,,,,"999",,,,,,,,,,,,"McDowell County",,35211,34955,32336,1394,136,241,1,847,256,249,31,139,27,1,25,13,0,0,4,2,0,1,0,5,1,7,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701130","2010","3","5","North Carolina","37","Macon County","113",,,,,,,,,,,,"999",,,,,,,,,,,,"Macon County",,27388,27173,26004,340,121,149,4,555,215,211,23,105,23,7,39,1,0,0,2,2,0,0,5,4,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701150","2010","3","5","North Carolina","37","Madison County","115",,,,,,,,,,,,"120",,,,,,,,,,,,"Madison County",,16672,16497,16118,223,38,50,7,61,175,165,13,104,18,4,16,2,1,1,0,0,0,2,2,2,0,10,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701170","2010","3","5","North Carolina","37","Martin County","117",,,,,,,,,,,,"999",,,,,,,,,,,,"Martin County",,19070,18947,10529,8012,60,51,6,289,123,114,21,25,7,1,18,33,3,2,3,0,0,0,0,0,1,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701190","2010","3","5","North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,"172",,,,,,,,,,,,"Mecklenburg County",,686290,673974,400226,201677,3051,31613,472,36935,12316,11172,2345,1409,1604,105,2297,1281,333,109,630,100,11,226,110,488,124,1012,634,53,7,80,28,3,31,29,43,10,26,8,12,13,18,4,1,7,2,3,108,44,6,31,5,5,1,9,0,0,2,1,3,0,1,0,18,17,1,0,0,0,0,6,6
"G3701210","2010","3","5","North Carolina","37","Mitchell County","121",,,,,,,,,,,,"999",,,,,,,,,,,,"Mitchell County",,12544,12436,12060,40,47,37,1,251,108,107,6,68,21,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701230","2010","3","5","North Carolina","37","Montgomery County","123",,,,,,,,,,,,"999",,,,,,,,,,,,"Montgomery County",,21052,20888,15222,3907,95,317,2,1345,164,153,26,44,9,5,38,17,3,0,8,1,0,0,1,0,1,11,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701250","2010","3","5","North Carolina","37","Moore County","125",,,,,,,,,,,,"999",,,,,,,,,,,,"Moore County",,69098,68421,57103,8721,528,583,47,1439,677,643,116,207,104,7,82,76,7,4,10,2,1,3,4,15,5,32,20,2,0,5,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G3701270","2010","3","5","North Carolina","37","Nash County","127",,,,,,,,,,,,"999",,,,,,,,,,,,"Nash County",,72905,72170,42609,26262,487,551,15,2246,735,663,147,141,64,9,88,131,15,3,32,1,3,6,5,12,6,65,50,5,1,4,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,2
"G3701290","2010","3","5","North Carolina","37","New Hanover County","129",,,,,,,,,,,,"999",,,,,,,,,,,,"New Hanover County",,162254,160094,132220,21872,782,1849,104,3267,2160,1976,345,539,391,50,269,154,47,15,57,7,2,18,37,30,15,166,86,5,2,11,10,1,3,14,8,0,2,1,6,6,2,2,1,4,1,1,17,8,0,5,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G3701310","2010","3","5","North Carolina","37","Northampton County","131",,,,,,,,,,,,"999",,,,,,,,,,,,"Northampton County",,17499,17380,7255,9902,77,28,2,116,119,108,20,27,4,1,8,33,5,1,7,0,0,1,0,1,0,10,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G3701330","2010","3","5","North Carolina","37","Onslow County","133",,,,,,,,,,,,"999",,,,,,,,,,,,"Onslow County",,132834,129356,101270,19877,978,2794,370,4067,3478,3198,657,693,754,74,375,164,129,34,128,11,5,20,79,51,24,250,119,14,2,12,21,3,7,38,3,3,11,2,2,5,5,2,0,0,0,1,23,7,0,4,3,3,0,4,0,0,1,0,0,1,0,0,7,7,0,0,0,0,0,0,0
"G3701350","2010","3","5","North Carolina","37","Orange County","135",,,,,,,,,,,,"450",,,,,,,,,,,,"Orange County",,105832,104047,80877,12463,428,6765,33,3481,1785,1628,269,428,413,12,238,93,37,4,37,12,2,6,23,46,8,136,83,10,0,6,6,1,5,6,8,1,1,0,1,0,8,0,0,0,0,0,16,12,1,1,0,0,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
"G3701370","2010","3","5","North Carolina","37","Pamlico County","137",,,,,,,,,,,,"999",,,,,,,,,,,,"Pamlico County",,10790,10723,8308,2210,63,38,8,96,67,63,5,25,16,1,8,3,1,0,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"G3701390","2010","3","5","North Carolina","37","Pasquotank County","139",,,,,,,,,,,,"999",,,,,,,,,,,,"Pasquotank County",,31462,31058,18261,11834,110,344,16,493,404,372,79,97,65,9,25,40,11,7,29,0,0,2,2,6,0,29,15,1,0,3,1,0,0,6,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"G3701410","2010","3","5","North Carolina","37","Pender County","141",,,,,,,,,,,,"999",,,,,,,,,,,,"Pender County",,40328,39866,31303,7104,209,151,13,1086,462,428,49,202,46,3,53,45,3,0,14,1,0,5,3,3,1,31,18,2,4,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701430","2010","3","5","North Carolina","37","Perquimans County","143",,,,,,,,,,,,"999",,,,,,,,,,,,"Perquimans County",,10684,10605,7934,2502,32,30,2,105,79,79,8,34,14,1,8,8,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701450","2010","3","5","North Carolina","37","Person County","145",,,,,,,,,,,,"450",,,,,,,,,,,,"Person County",,30350,30131,21290,8003,200,98,4,536,219,198,46,69,15,6,19,21,3,5,7,1,0,3,0,3,0,21,17,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701470","2010","3","5","North Carolina","37","Pitt County","147",,,,,,,,,,,,"999",,,,,,,,,,,,"Pitt County",,130350,128679,81443,41434,444,2068,75,3215,1671,1514,326,232,283,21,213,164,70,14,54,22,2,5,18,67,23,146,85,12,2,13,12,0,1,10,2,0,3,1,4,1,0,0,0,0,0,0,9,2,2,1,2,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0
"G3701490","2010","3","5","North Carolina","37","Polk County","149",,,,,,,,,,,,"999",,,,,,,,,,,,"Polk County",,16572,16434,15328,708,49,54,1,294,138,128,13,74,18,0,12,5,0,0,1,2,0,2,0,1,0,10,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701510","2010","3","5","North Carolina","37","Randolph County","151",,,,,,,,,,,,"268",,,,,,,,,,,,"Randolph County",,107038,106037,93724,6032,686,1009,23,4563,1001,960,145,379,69,13,232,43,5,5,23,7,2,5,4,19,9,39,21,2,0,1,4,0,3,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"G3701530","2010","3","5","North Carolina","37","Richmond County","153",,,,,,,,,,,,"999",,,,,,,,,,,,"Richmond County",,35259,34812,22340,10310,805,334,18,1005,447,411,40,209,21,2,49,45,8,6,17,2,0,5,3,3,1,31,21,0,1,1,0,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"G3701550","2010","3","5","North Carolina","37","Robeson County","155",,,,,,,,,,,,"354",,,,,,,,,,,,"Robeson County",,98241,96646,31541,23632,36487,769,66,4151,1595,1532,150,626,66,4,229,189,13,17,30,56,12,106,10,16,8,57,33,3,0,5,2,0,5,2,0,0,1,0,2,0,1,1,1,1,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
"G3701570","2010","3","5","North Carolina","37","Rockingham County","157",,,,,,,,,,,,"268",,,,,,,,,,,,"Rockingham County",,72854,72142,56348,13558,253,310,37,1636,712,634,126,255,48,8,95,55,7,2,17,0,1,6,3,8,3,70,45,4,0,3,2,0,5,3,4,0,0,0,1,3,0,0,0,0,0,0,6,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"G3701590","2010","3","5","North Carolina","37","Rowan County","159",,,,,,,,,,,,"172",,,,,,,,,,,,"Rowan County",,105486,104468,83211,16354,371,994,32,3506,1018,959,177,358,94,7,159,83,15,3,25,2,1,13,5,7,10,57,37,2,0,0,1,0,1,5,0,2,0,0,1,5,1,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701610","2010","3","5","North Carolina","37","Rutherford County","161",,,,,,,,,,,,"999",,,,,,,,,,,,"Rutherford County",,52586,52139,45977,5153,138,219,5,647,447,403,63,192,33,4,45,29,5,3,7,1,1,2,5,3,10,37,14,0,0,0,4,0,2,4,3,0,1,0,0,0,0,1,0,8,0,0,7,0,0,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701630","2010","3","5","North Carolina","37","Sampson County","163",,,,,,,,,,,,"999",,,,,,,,,,,,"Sampson County",,47154,46583,28089,12809,954,180,43,4508,571,531,59,135,31,3,159,73,9,6,23,3,1,18,1,4,6,35,23,0,0,1,1,0,1,0,1,2,0,2,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2
"G3701650","2010","3","5","North Carolina","37","Scotland County","165",,,,,,,,,,,,"354",,,,,,,,,,,,"Scotland County",,27084,26701,13643,9988,2646,187,8,229,383,366,21,230,12,5,23,45,6,0,7,8,0,6,1,2,0,15,9,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701670","2010","3","5","North Carolina","37","Stanly County","167",,,,,,,,,,,,"172",,,,,,,,,,,,"Stanly County",,46852,46576,40051,4919,163,693,25,725,276,255,52,111,42,0,21,6,4,0,7,0,1,0,3,6,2,21,10,2,0,1,0,1,0,2,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701690","2010","3","5","North Carolina","37","Stokes County","169",,,,,,,,,,,,"268",,,,,,,,,,,,"Stokes County",,36880,36594,34480,1551,114,93,2,354,286,273,55,152,17,3,27,8,1,0,2,1,0,1,3,3,0,10,5,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701710","2010","3","5","North Carolina","37","Surry County","171",,,,,,,,,,,,"268",,,,,,,,,,,,"Surry County",,56456,55978,50948,2084,162,246,11,2527,478,446,71,167,49,9,99,15,4,3,10,0,0,6,0,9,4,31,25,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701730","2010","3","5","North Carolina","37","Swain County","173",,,,,,,,,,,,"999",,,,,,,,,,,,"Swain County",,10712,10361,7601,68,2527,45,3,117,351,338,3,295,8,0,6,8,1,0,0,0,3,11,2,1,0,12,5,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701750","2010","3","5","North Carolina","37","Transylvania County","175",,,,,,,,,,,,"120",,,,,,,,,,,,"Transylvania County",,27258,26989,25532,989,72,101,7,288,269,256,44,140,24,8,12,15,2,0,2,0,0,2,2,5,0,11,6,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701770","2010","3","5","North Carolina","37","Tyrrell County","177",,,,,,,,,,,,"999",,,,,,,,,,,,"Tyrrell County",,3612,3590,1991,1421,10,67,1,100,22,20,2,7,5,0,3,1,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701790","2010","3","5","North Carolina","37","Union County","179",,,,,,,,,,,,"172",,,,,,,,,,,,"Union County",,140412,138781,113414,16069,581,2250,44,6423,1631,1517,246,412,203,10,367,85,33,4,64,3,2,12,8,47,21,101,54,6,0,12,9,1,1,5,1,0,2,0,2,1,5,0,0,1,0,1,13,3,0,2,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701810","2010","3","5","North Carolina","37","Vance County","181",,,,,,,,,,,,"999",,,,,,,,,,,,"Vance County",,33881,33557,16027,16253,102,143,5,1027,324,292,73,58,28,6,40,52,9,3,15,1,0,2,0,4,1,28,25,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"G3701830","2010","3","5","North Carolina","37","Wake County","183",,,,,,,,,,,,"450",,,,,,,,,,,,"Wake County",,666380,655333,457775,133196,3055,35203,311,25793,11047,9996,1829,1634,2141,120,1599,958,340,70,444,93,3,206,103,382,74,940,598,72,12,58,41,8,21,33,30,1,13,5,15,5,11,5,0,7,2,3,92,48,3,16,7,4,0,6,1,1,3,2,0,1,0,0,19,17,2,0,0,0,0,0,0
"G3701850","2010","3","5","North Carolina","37","Warren County","185",,,,,,,,,,,,"999",,,,,,,,,,,,"Warren County",,16714,16519,6938,8487,778,43,3,270,195,175,24,38,5,0,10,76,1,1,5,4,2,8,0,0,1,19,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701870","2010","3","5","North Carolina","37","Washington County","187",,,,,,,,,,,,"999",,,,,,,,,,,,"Washington County",,10185,10106,5081,4786,16,28,0,195,79,73,20,31,3,1,4,7,1,3,2,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701890","2010","3","5","North Carolina","37","Watauga County","189",,,,,,,,,,,,"999",,,,,,,,,,,,"Watauga County",,44005,43492,41795,767,107,388,11,424,513,479,72,208,102,16,46,9,9,2,7,1,0,1,5,0,1,30,8,5,0,2,4,0,4,2,4,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701910","2010","3","5","North Carolina","37","Wayne County","191",,,,,,,,,,,,"999",,,,,,,,,,,,"Wayne County",,92139,90795,56613,28250,368,1152,56,4356,1344,1224,199,213,252,14,236,147,40,14,56,2,0,6,10,18,17,106,51,7,2,9,4,0,7,11,8,0,1,1,2,3,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,0,0,0,0,0,0
"G3701930","2010","3","5","North Carolina","37","Wilkes County","193",,,,,,,,,,,,"999",,,,,,,,,,,,"Wilkes County",,53804,53401,49504,2230,112,216,17,1322,403,381,78,157,24,5,73,20,3,1,5,3,0,6,1,4,1,22,11,0,0,1,1,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701950","2010","3","5","North Carolina","37","Wilson County","195",,,,,,,,,,,,"999",,,,,,,,,,,,"Wilson County",,61182,60583,33784,23051,170,479,21,3078,599,549,98,100,57,15,124,79,7,12,31,2,0,4,3,11,6,49,27,3,1,2,2,0,1,5,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"G3701970","2010","3","5","North Carolina","37","Yadkin County","197",,,,,,,,,,,,"268",,,,,,,,,,,,"Yadkin County",,29468,29254,26779,882,62,59,5,1467,214,209,36,80,12,3,47,14,0,0,2,0,0,6,0,3,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3701990","2010","3","5","North Carolina","37","Yancey County","199",,,,,,,,,,,,"999",,,,,,,,,,,,"Yancey County",,14256,14165,13737,105,53,27,3,240,91,84,6,58,5,1,10,1,2,0,0,1,0,0,0,0,0,7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800010","2010","2","4","North Dakota","38","Adams County","001",,,,,,,,,,,,"999",,,,,,,,,,,,"Adams County",,1897,1885,1860,3,10,9,1,2,12,12,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800030","2010","2","4","North Dakota","38","Barnes County","003",,,,,,,,,,,,"999",,,,,,,,,,,,"Barnes County",,8786,8706,8523,68,49,46,2,18,80,74,11,38,13,1,5,0,1,0,0,4,0,0,1,0,0,6,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800050","2010","2","4","North Dakota","38","Benson County","005",,,,,,,,,,,,"999",,,,,,,,,,,,"Benson County",,4421,4378,2344,1,2022,2,1,8,43,42,0,38,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800070","2010","2","4","North Dakota","38","Billings County","007",,,,,,,,,,,,"999",,,,,,,,,,,,"Billings County",,645,644,634,2,3,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800090","2010","2","4","North Dakota","38","Bottineau County","009",,,,,,,,,,,,"999",,,,,,,,,,,,"Bottineau County",,5207,5146,4998,21,103,10,1,13,61,60,5,44,6,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800110","2010","2","4","North Dakota","38","Bowman County","011",,,,,,,,,,,,"999",,,,,,,,,,,,"Bowman County",,2475,2467,2443,0,7,2,0,15,8,8,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800130","2010","2","4","North Dakota","38","Burke County","013",,,,,,,,,,,,"999",,,,,,,,,,,,"Burke County",,1559,1554,1533,4,8,9,0,0,5,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800150","2010","2","4","North Dakota","38","Burleigh County","015",,,,,,,,,,,,"999",,,,,,,,,,,,"Burleigh County",,62965,62458,59526,340,2123,290,19,160,507,488,44,302,68,5,26,11,1,3,3,9,7,1,2,6,0,18,6,1,0,2,3,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800170","2010","2","4","North Dakota","38","Cass County","017",,,,,,,,,,,,"244",,,,,,,,,,,,"Cass County",,117118,115744,108934,2050,1311,2869,40,540,1374,1314,154,572,286,34,104,25,21,3,61,19,0,3,9,21,2,51,27,8,0,1,3,0,0,6,5,0,0,0,0,0,0,0,0,1,0,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
"G3800190","2010","2","4","North Dakota","38","Cavalier County","019",,,,,,,,,,,,"999",,,,,,,,,,,,"Cavalier County",,3207,3194,3150,1,30,6,1,6,13,13,1,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800210","2010","2","4","North Dakota","38","Dickey County","021",,,,,,,,,,,,"999",,,,,,,,,,,,"Dickey County",,4074,4043,3964,24,24,17,1,13,31,28,5,16,5,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800230","2010","2","4","North Dakota","38","Divide County","023",,,,,,,,,,,,"999",,,,,,,,,,,,"Divide County",,1717,1709,1693,3,5,7,0,1,8,8,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800250","2010","2","4","North Dakota","38","Dunn County","025",,,,,,,,,,,,"999",,,,,,,,,,,,"Dunn County",,2759,2729,2406,5,303,9,0,6,30,29,0,21,2,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800270","2010","2","4","North Dakota","38","Eddy County","027",,,,,,,,,,,,"999",,,,,,,,,,,,"Eddy County",,1887,1871,1812,3,41,3,0,12,16,16,1,13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800290","2010","2","4","North Dakota","38","Emmons County","029",,,,,,,,,,,,"999",,,,,,,,,,,,"Emmons County",,2791,2776,2763,1,5,4,0,3,15,14,4,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G3800310","2010","2","4","North Dakota","38","Foster County","031",,,,,,,,,,,,"999",,,,,,,,,,,,"Foster County",,2615,2610,2585,1,13,3,0,8,5,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
